DepCountryCode,ArrCountryCode,2021/07/01,2021/07/02,2021/07/03,2021/07/04,2021/07/05,2021/07/06,2021/07/07,2021/07/08,2021/07/09,2021/07/10,2021/07/11,2021/07/12,2021/07/13,2021/07/14,2021/07/15,2021/07/16,2021/07/17,2021/07/18,2021/07/19,2021/07/20,2021/07/21,2021/07/22,2021/07/23,2021/07/24,2021/07/25,2021/07/26,2021/07/27,2021/07/28,2021/07/29,2021/07/30,2021/07/31,2021/08/01,2021/08/02,2021/08/03,2021/08/04,2021/08/05,2021/08/06,2021/08/07,2021/08/08,2021/08/09,2021/08/10,2021/08/11,2021/08/12,2021/08/13,2021/08/14,2021/08/15,2021/08/16,2021/08/17,2021/08/18,2021/08/19,2021/08/20,2021/08/21,2021/08/22,2021/08/23,2021/08/24,2021/08/25,2021/08/26,2021/08/27,2021/08/28,2021/08/29,2021/08/30,2021/08/31,2021/09/01,2021/09/02,2021/09/03,2021/09/04,2021/09/05,2021/09/06,2021/09/07,2021/09/08,2021/09/09,2021/09/10,2021/09/11,2021/09/12,2021/09/13,2021/09/14,2021/09/15,2021/09/16,2021/09/17,2021/09/18,2021/09/19,2021/09/20,2021/09/21,2021/09/22,2021/09/23,2021/09/24,2021/09/25,2021/09/26,2021/09/27,2021/09/28,2021/09/29,2021/09/30,2021/10/01,2021/10/02,2021/10/03,2021/10/04,2021/10/05,2021/10/06,2021/10/07,2021/10/08,2021/10/09,2021/10/10,2021/10/11,2021/10/12,2021/10/13,2021/10/14,2021/10/15,2021/10/16,2021/10/17,2021/10/18,2021/10/19,2021/10/20,2021/10/21,2021/10/22,2021/10/23,2021/10/24,2021/10/25,2021/10/26,2021/10/27,2021/10/28,2021/10/29,2021/10/30,2021/10/31,2021/11/01,2021/11/02,2021/11/03,2021/11/04,2021/11/05,2021/11/06,2021/11/07,2021/11/08,2021/11/09,2021/11/10,2021/11/11,2021/11/12,2021/11/13,2021/11/14,2021/11/15,2021/11/16,2021/11/17,2021/11/18,2021/11/19,2021/11/20,2021/11/21,2021/11/22,2021/11/23,2021/11/24,2021/11/25,2021/11/26,2021/11/27,2021/11/28,2021/11/29,2021/11/30,2021/12/01,2021/12/02,2021/12/03,2021/12/04,2021/12/05,2021/12/06,2021/12/07,2021/12/08,2021/12/09,2021/12/10,2021/12/11,2021/12/12,2021/12/13,2021/12/14,2021/12/15,2021/12/16,2021/12/17,2021/12/18,2021/12/19,2021/12/20,2021/12/21,2021/12/22,2021/12/23,2021/12/24,2021/12/25,2021/12/26,2021/12/27,2021/12/28,2021/12/29,2021/12/30,2021/12/31,NA
3,2,0,443.8,433.656,433.656,0,0,251.9,30,443.8,443.8,655.556,0,0,281.9,241.756,443.8,443.8,473.8,0,148.356,370.256,0,443.8,443.8,394.348,30,148.356,370.256,148.356,443.8,443.8,463.656,0,211.756,221.9,148.356,443.8,433.656,433.656,0,370.256,148.356,148.356,251.9,306.856,626.392,221.9,370.256,148.356,148.356,251.9,306.856,443.8,0,360.112,148.356,148.356,251.9,306.856,410.4,148.356,360.112,221.9,30,251.9,370.256,592.156,148.356,178.356,251.9,148.356,281.9,370.256,467.46,30,60,251.9,30,281.9,443.8,443.8,0,60,281.9,30,281.9,443.8,592.156,148.356,178.356,370.256,148.356,251.9,251.9,443.8,0,30,60,30,208.356,208.356,430.256,178.356,178.356,148.356,178.356,178.356,178.356,430.256,178.356,30,178.356,0,178.356,251.9,281.9,0,30,370.256,0,178.356,60,251.9,0,30,148.356,0,251.9,251.9,443.8,0,30,148.356,0,251.9,178.356,251.9,0,30,221.9,0,251.9,178.356,443.8,0,30,221.9,0,251.9,178.356,443.8,0,30,221.9,0,311.9,887.6,443.8,0,60,221.9,0,311.9,311.9,443.8,0,60,221.9,0,311.9,311.9,443.8,0,60,221.9,0,281.9,311.9,443.8,0,60,90,0,90,0
3,5,722.76,502.33,1003.19,0,30,751.29,30,973.19,605.47,939.79,250.43,30,500.86,280.43,659.36,251.9,781.29,0,30,751.29,280.43,250.43,30,890.77,250.43,60,751.29,438.93,250.43,345.732,890.77,250.43,30,751.29,188.5,500.86,188.5,751.29,0,0,751.29,408.93,500.86,158.5,751.29,250.43,0,751.29,188.5,500.86,188.5,781.29,0,30,751.29,188.5,500.86,355.876,781.29,0,30,751.29,465.356,751.29,606.306,781.29,0,30,751.29,355.876,751.29,606.306,781.29,0,139.48,751.29,251.9,751.29,438.93,781.29,0,30,751.29,355.876,751.29,606.306,781.29,0,30,751.29,355.876,751.29,606.306,781.29,250.43,30,751.29,188.5,751.29,438.93,781.29,250.43,30,751.29,188.5,751.29,438.93,688.092,250.43,30,751.29,188.5,751.29,438.93,781.29,250.43,30,751.29,188.5,751.29,438.93,781.29,250.43,280.43,684.086,355.876,684.086,428.786,714.086,433.656,280.43,684.086,355.876,684.086,539.102,714.086,433.656,280.43,684.086,355.876,684.086,539.102,714.086,433.656,280.43,684.086,245.56,684.086,539.102,714.086,433.656,280.43,684.086,1393.504,2235.484,2126.408,2594.3,1129.788,590.86,2504.3,1393.504,2131.508,2022.432,2221.508,1129.788,590.86,2504.3,1393.504,2504.3,2022.432,2221.508,1129.788,590.86,2131.508,1393.504,2131.508,2022.432,2221.508,1129.788,590.86,2131.508,1393.504,2009.146,1516.528,0
3,7,221.9,443.8,0,380.4,0,443.8,221.9,221.9,443.8,0,380.4,0,443.8,221.9,221.9,443.8,0,380.4,0,443.8,221.9,221.9,443.8,0,380.4,0,443.8,221.9,221.9,443.8,0,380.4,0,380.4,221.9,221.9,380.4,0,380.4,0,380.4,221.9,221.9,380.4,0,380.4,0,380.4,221.9,221.9,380.4,0,380.4,0,380.4,221.9,221.9,412.1,0,380.4,0,380.4,221.9,221.9,380.4,0,380.4,0,380.4,221.9,325.876,380.4,0,380.4,0,380.4,221.9,221.9,380.4,0,380.4,0,158.5,221.9,221.9,380.4,0,380.4,0,380.4,221.9,221.9,443.8,0,380.4,0,443.8,221.9,221.9,443.8,0,443.8,0,443.8,221.9,215.56,443.8,0,443.8,0,443.8,221.9,221.9,443.8,0,443.8,0,443.8,221.9,245.992,443.8,0,380.4,0,443.8,221.9,221.9,443.8,0,443.8,0,443.8,221.9,221.9,443.8,0,443.8,0,443.8,221.9,221.9,443.8,0,443.8,0,443.8,221.9,221.9,443.8,0,443.8,0,443.8,221.9,665.7,887.6,0,887.6,0,1331.4,221.9,665.7,887.6,0,887.6,0,1331.4,221.9,665.7,887.6,0,887.6,0,1331.4,221.9,665.7,887.6,0,887.6,0,1331.4,221.9,665.7,887.6,0
3,10,1323.158,1186.848,974.458,1091.748,1009.328,800.108,1153.246,1329.498,1339.008,849.56,966.85,594.692,496.422,640.34,696.766,640.34,549.044,791.232,549.044,450.774,944.026,1022.008,731.636,685.988,1104.428,898.378,568.698,712.616,809.618,928.176,685.988,670.138,621.32,496.422,685.988,718.322,831.808,793.134,1046.1,1028.348,868.58,666.968,1114.572,457.748,849.56,703.74,618.15,507.2,491.35,1283.85,419.708,666.968,589.62,294.81,507.2,457.748,862.24,701.838,523.05,706.91,412.1,526.22,2101.076,2445.338,2227.876,1911.51,2640.61,1550.13,602.3,1042.296,1172.9,1432.84,719.59,1063.852,640.34,605.47,944.026,1132.324,1335.204,1011.23,1147.54,719.59,719.59,722.76,1212.842,1103.16,1027.08,1221.718,719.59,700.57,836.88,1177.972,3168.098,2187.3,1123.448,779.82,836.88,1193.822,1267.366,1290.824,905.986,1102.526,988.406,900.914,1136.762,1332.034,1389.094,951.634,1337.106,918.666,935.784,1129.154,1313.014,1370.074,1186.214,1337.106,937.686,837.514,935.784,1313.014,1351.054,1116.474,968.752,373.426,275.156,631.464,921.836,1204.6,970.654,1198.894,747.486,487.546,745.584,1083.506,1537.45,1356.126,1430.304,845.756,715.786,1040.394,1295.896,1420.16,1068.924,1427.134,782.356,601.666,1056.244,1441.716,1651.57,1262.294,1493.704,959.876,715.786,1321.256,1803.096,1567.882,1825.92,1915.314,975.726,1420.16,1222.986,1872.836,1682.002,2492.254,2127.704,944.026,1404.31,1484.194,3299.336,2741.416,2586.086,3213.746,2633.636,2605.106,2586.086,3391.266,2741.416,2722.396,3096.456,2633.636,2722.396,2672.944,3318.356,1730.186,10996.5
3,13,1369.44,1093.65,1369.44,767.14,1153.88,1080.97,982.7,1369.44,1093.65,1369.44,767.14,1252.15,1080.97,982.7,1369.44,1093.65,1369.44,767.14,1153.88,1080.97,1096.82,1369.44,1093.65,1369.44,767.14,1153.88,922.47,1096.82,1210.94,1093.65,1210.94,608.64,1153.88,922.47,1096.82,1217.28,1093.65,1315.55,608.64,1153.88,763.97,779.82,938.32,776.65,1036.59,450.14,722.76,763.97,893.94,968.752,776.65,1042.93,564.26,1198.26,1080.97,1479.756,1255.32,1252.15,1353.59,881.26,1296.53,1080.97,1261.66,1210.94,1252.15,1096.82,881.26,1039.76,1087.31,1375.78,1375.78,1252.15,1261.66,881.26,1312.38,1087.31,1153.88,1369.44,1252.15,1261.66,767.14,1084.14,868.58,1039.76,1261.66,1252.15,1141.2,653.02,1084.14,989.04,925.64,1141.2,1039.76,1147.54,653.02,1084.14,874.92,925.64,1147.54,1039.76,1147.54,653.02,1084.14,868.58,925.64,1147.54,1039.76,1141.2,653.02,1084.14,1090.48,925.64,1141.2,564.26,1461.37,494.52,608.64,518.612,450.14,760.8,564.26,1363.1,716.42,989.04,931.98,830.54,1210.94,944.66,1274.34,779.82,989.04,995.38,830.54,1274.34,944.66,1274.34,779.82,989.04,995.38,830.54,1274.34,944.66,1274.34,779.82,989.04,995.38,830.54,1274.34,944.66,1432.84,938.32,1363.1,1153.88,4947.736,4266.82,3658.18,4387.28,2212.66,3296.8,3544.06,3867.4,4507.74,3880.08,4285.84,2212.66,3518.7,3765.96,3867.4,4507.74,3880.08,4285.84,2212.66,3518.7,3765.96,3867.4,4507.74,4101.98,4285.84,2212.66,3518.7,3765.96,3867.4,4507.74,4101.98,4090.77
4,2,221.9,0,158.5,465.356,317,0,0,443.8,0,158.5,465.356,317,0,0,148.356,221.9,380.4,623.856,317,0,0,528.756,0,380.4,623.856,317,0,0,528.756,221.9,317,0,317,0,0,221.9,0,306.856,336.856,317,148.356,0,370.256,0,306.856,495.356,0,306.856,0,528.756,0,380.4,495.356,317,148.356,0,677.112,0,380.4,495.356,317,221.9,221.9,443.8,0,380.4,602.3,317,221.9,0,443.8,0,380.4,602.3,317,379.132,221.9,370.256,0,380.4,760.8,465.356,400.256,30,780.656,0,380.4,760.8,465.356,335.588,148.356,188.5,221.9,347,525.356,188.5,281.9,30,410.4,465.356,218.5,535.5,60,218.5,60,90,347,30,407,60,248.5,60,120,248.5,440.4,278.5,188.5,218.5,90,208.356,120,623.856,598.9,306.856,495.356,782.356,1236.3,855.9,919.3,1236.3,855.9,855.9,623.856,875.756,568.9,865.612,628.9,60,380.4,697.4,1077.8,697.4,919.3,1236.3,697.4,697.4,697.4,1067.656,697.4,919.3,1236.3,697.4,317,158.5,790.8,380.4,568.9,697.4,158.5,380.4,158.5,790.8,410.4,568.9,727.4,188.5,410.4,158.5,538.9,410.4,568.9,727.4,188.5,410.4,188.5,790.8,410.4,366.856,525.356,188.5,410.4,317,772.212,30,0
4,10,738.61,836.88,294.81,98.27,98.27,418.44,294.81,516.71,589.62,196.54,98.27,196.54,294.81,491.35,640.34,589.62,294.81,98.27,196.54,294.81,491.35,516.71,294.81,98.27,0,196.54,0,294.81,0,196.54,98.27,0,196.54,0,196.54,0,196.54,98.27,0,196.54,0,196.54,0,196.54,98.27,0,196.54,0,196.54,0,196.54,98.27,98.27,196.54,0,196.54,0,196.54,98.27,98.27,98.27,0,294.81,0,196.54,98.27,0,196.54,0,294.81,0,196.54,98.27,0,196.54,0,294.81,0,196.54,98.27,0,196.54,0,294.81,0,196.54,98.27,0,196.54,0,294.81,0,393.08,393.08,98.27,98.27,0,393.08,0,393.08,393.08,98.27,196.54,0,393.08,98.27,393.08,393.08,98.27,196.54,0,393.08,0,393.08,393.08,98.27,196.54,0,491.35,98.27,393.08,294.81,294.81,0,196.54,393.08,393.08,196.54,294.81,393.08,0,196.54,393.08,491.35,196.54,294.81,393.08,0,196.54,393.08,393.08,443.8,442.532,393.08,196.54,196.54,393.08,491.35,443.8,442.532,393.08,0,196.54,640.34,516.71,788.062,640.34,640.34,516.71,418.44,640.34,589.62,788.062,542.07,640.34,516.71,516.71,640.34,516.71,98.27,713.884,738.61,516.71,418.44,862.24,713.25,788.062,443.8,738.61,516.71,516.71,640.34,614.98,442.532,1068.29
4,13,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,196.54,98.27,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,196.54,98.27,0,196.54,98.27,0,98.27,98.27,196.54,0,196.54,98.27,0,0,196.54,98.27,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,196.54,98.27,0,98.27,98.27,196.54,0,196.54,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,0,98.27,196.54,0,98.27,98.27,0,314.464,320.17,98.27,255.502,314.464,255.502,314.464,412.734,378.498,98.27,255.502,412.734,255.502,314.464,255.502,162.938,98.27,98.27,255.502,98.27,157.232,255.502,162.938,98.27,98.27,255.502,98.27,157.232,255.502,1333.936,1811.338,2865.68,4063.94,3678.468,3267.002,3933.97,3017.206,4046.188,2551.216,4063.94,3521.236,3109.77,3619.506,3017.206,4046.188,2551.216,4063.94,4285.206,3873.74,3776.738,3781.176,4711.888,3315.186,4063.94,4285.206,3873.74,3619.506,3657.546,4843.126,3733.626,4195.178,4703.646,114.12
4,14,871.116,636.536,88.76,88.76,310.66,636.536,88.76,414.636,310.66,88.76,88.76,414.636,740.512,88.76,740.512,636.536,88.76,88.76,310.66,636.536,88.76,414.636,532.56,414.636,88.76,414.636,636.536,88.76,414.636,636.536,88.76,88.76,310.66,636.536,88.76,414.636,636.536,88.76,88.76,310.66,636.536,88.76,479.304,636.536,88.76,88.76,414.636,740.512,88.76,414.636,636.536,88.76,88.76,310.66,636.536,88.76,414.636,740.512,88.76,88.76,414.636,740.512,0,325.876,651.752,0,0,325.876,651.752,0,547.776,651.752,0,0,325.876,547.776,443.8,547.776,443.8,0,0,325.876,769.676,769.676,547.776,547.776,157.232,0,325.876,873.652,769.676,1095.552,1118.376,570.6,570.6,570.6,570.6,570.6,570.6,896.476,456.48,0,0,325.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.668,0,0,122.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.9,0,0,0,0,0,0,0,684.72,1001.72,684.72,684.72,684.72,1160.22,1001.72,749.388,1001.72,1160.22,684.72,749.388,1160.22,1001.72,749.388,1001.72,684.72,684.72,749.388,1160.22,1318.72,749.388,1001.72,684.72,684.72,684.72,1160.22,1477.22,684.72,1001.72,684.72,11749.288
5,0,472.964,158.5,315.732,0,158.5,314.464,158.5,472.964,158.5,317,0,158.5,157.232,158.5,315.732,0,188.5,0,0,157.232,158.5,157.232,158.5,315.732,0,0,314.464,158.5,472.964,158.5,157.232,0,315.732,157.232,158.5,472.964,158.5,317,0,315.732,157.232,158.5,314.464,0,158.5,0,315.732,157.232,158.5,157.232,158.5,158.5,0,315.732,157.232,158.5,157.232,158.5,315.732,0,315.732,157.232,0,471.696,0,157.232,157.232,314.464,157.232,0,471.696,0,157.232,157.232,157.232,0,0,471.696,0,0,0,314.464,157.232,157.232,157.232,0,157.232,157.232,314.464,0,157.232,314.464,0,157.232,157.232,314.464,157.232,0,314.464,0,157.232,0,314.464,157.232,0,314.464,0,157.232,157.232,157.232,157.232,0,471.696,0,157.232,0,157.232,157.232,0,314.464,0,157.232,314.464,314.464,157.232,157.232,471.696,0,157.232,314.464,314.464,157.232,157.232,471.696,0,157.232,314.464,314.464,157.232,157.232,471.696,0,157.232,314.464,314.464,157.232,157.232,471.696,0,157.232,314.464,314.464,157.232,314.464,786.16,0,314.464,628.928,471.696,314.464,314.464,786.16,0,314.464,628.928,471.696,314.464,317,788.696,0,314.464,628.928,474.232,314.464,314.464,786.16,0,314.464,628.928,471.696,314.464,314.464,471.696,0,30
5,2,1732.088,2490.554,734.172,1248.98,823.134,1489.266,2343.264,1732.088,2588.824,734.172,1597.68,909.992,1489.266,2343.264,1732.088,2490.554,734.172,1401.14,793.134,1314.916,2146.724,1535.548,2614.184,764.604,1338.374,1101.892,1421.428,2368.624,1748.572,2515.914,857.802,1524.77,1015.034,1588.17,2531.562,1546.96,2500.064,857.802,1524.77,1318.086,1391.63,2096.638,1412.552,2120.73,635.902,1432.84,916.332,1292.726,2087.762,1535.548,2221.104,635.902,1404.944,1003.19,1366.27,1879.176,1535.548,1959.262,635.902,1524.77,886.332,1366.27,2087.762,1511.456,2150.73,635.902,1401.14,1223.62,1366.27,1910.242,1412.552,2150.73,635.902,1401.14,886.332,1144.37,1802.462,1388.46,2027.734,635.902,1436.644,879.992,1021.374,1910.242,1388.46,2150.73,635.902,1210.94,886.332,1144.37,1802.462,1388.46,1842.606,597.862,1341.544,930.078,1101.258,1910.242,1345.348,2027.734,592.79,1401.14,843.22,978.262,1802.462,1313.648,2373.264,592.79,1461.37,930.078,1082.238,1910.242,1326.328,1999.838,573.77,1481.024,824.2,1082.238,1802.462,1326.328,1999.838,573.77,1401.14,817.86,1304.138,1811.338,1350.42,2120.932,573.77,1651.57,731.002,1304.138,2033.238,1350.42,1842.606,573.77,1401.14,817.86,1304.138,1688.342,1596.412,2027.734,573.77,1461.37,731.002,1304.138,2005.342,1473.416,2027.734,573.77,1461.37,817.86,1461.37,3592.244,2914.498,5540.93,732.904,3712.07,1076.532,2593.694,4055.064,2791.502,5296.206,919.3,3344.984,1163.39,2593.694,3611.264,2511.908,5482.602,919.3,3531.38,1076.532,2593.694,4276.964,2895.478,6036.718,919.3,3712.07,1163.39,2593.694,3611.264,2895.478,5544.33,125.1
5,2,803.912,1024.544,178.356,925.842,453.512,582.012,610.542,803.912,1004.256,326.712,915.698,463.656,582.012,610.542,833.912,1004.256,548.612,945.698,453.512,463.656,640.542,582.012,1004.256,296.712,915.698,453.512,582.012,832.442,582.012,1014.4,60,819.33,592.156,410.4,557.286,440.4,874.488,178.356,819.33,410.4,602.3,557.286,528.756,824.2,60,779.186,582.012,410.4,660.83,953.738,844.488,583.482,809.186,622.156,558.756,557.286,771.982,791.232,361.582,756.132,592.156,410.4,714.086,1090.682,1276.444,243.226,1246.444,645.412,463.656,522.186,706.882,1246.444,243.226,1117.742,655.556,493.656,522.186,706.882,1236.3,243.226,1117.742,645.412,463.656,522.186,493.656,1336.444,60,1107.598,635.268,493.656,340.43,150,1246.444,433.656,905.986,645.412,463.656,492.186,90,862.644,423.512,370.43,483.512,301.756,439.132,150,872.788,251.9,733.942,271.756,90,340.43,150,700.744,241.756,562.33,281.9,301.756,340.43,331.756,872.788,60,370.43,90,277.232,562.33,907.456,1246.444,463.656,1147.742,281.9,425.588,680.686,1194.456,425.588,296.712,488.786,90,395.588,724.23,907.456,1266.732,251.9,1024.544,655.556,1034.688,714.086,907.456,1246.444,60,1127.886,645.412,971.288,1388.46,977.6,1792.952,2072.546,1388.46,887.6,2110.586,1388.46,2052.892,1803.096,1638.89,1388.46,887.6,2110.586,1325.06,2486.116,1782.808,1830.358,1378.316,847.024,2090.298,1368.172,2062.604,1803.096,1195.09,590.86,281.9,1312.986,590.86,180,150,30
5,3,752.76,722.76,502.33,502.33,500.86,0,530.86,530.86,722.76,495.99,188.5,250.43,0,280.43,280.43,472.33,188.5,251.9,250.43,0,280.43,280.43,250.43,139.48,30,250.43,0,280.43,280.43,408.93,139.48,188.5,250.43,0,437.662,280.43,408.93,250.43,158.5,500.86,0,250.43,250.43,408.93,0,158.5,250.43,0,280.43,280.43,408.93,30,188.5,250.43,0,280.43,280.43,408.93,30,355.876,250.43,0,530.86,530.86,659.36,280.43,606.306,500.86,0,530.86,530.86,826.736,280.43,715.786,500.86,0,530.86,530.86,722.76,280.43,438.93,500.86,0,530.86,530.86,659.36,280.43,606.306,500.86,0,530.86,530.86,826.736,530.86,606.306,500.86,250.43,530.86,530.86,659.36,530.86,438.93,500.86,0,530.86,530.86,659.36,437.662,438.93,500.86,0,530.86,530.86,659.36,530.86,438.93,500.86,0,530.86,530.86,659.36,530.86,659.36,463.656,0,463.656,433.656,789.532,714.086,716.42,463.656,0,463.656,433.656,789.532,714.086,826.736,463.656,0,463.656,433.656,789.532,714.086,826.736,463.656,0,463.656,433.656,679.216,714.086,826.736,463.656,0,1263.764,1484.194,2866.084,1911.078,2139.75,1562.58,0,1159.788,1380.218,2493.292,1911.078,2555.654,1312.15,0,1532.58,1380.218,2493.292,1911.078,2555.654,1189.788,0,1159.788,1380.218,2493.292,1911.078,2555.654,1189.788,0,1410.218,1100.624,2683.722,0
5,7,1454.396,1097.454,885.064,1257.222,603.568,928.81,1073.996,933.248,1035.322,901.548,1262.294,603.568,1027.08,1073.996,1056.244,977.628,901.548,1180.508,743.048,732.27,970.654,736.708,1041.662,625.124,920.568,546.508,830.54,893.94,736.708,1041.662,1157.684,1070.826,575.038,703.74,1051.172,736.708,1041.662,850.194,1070.826,530.024,687.256,893.94,652.386,1058.146,406.394,851.462,324.608,564.26,877.456,597.228,920.568,751.924,1070.826,575.038,623.856,877.456,625.758,996.014,796.938,844.488,575.038,640.34,1394.166,933.248,1192.554,1007.426,1169.096,679.648,1023.276,1330.766,793.768,1285.752,964.948,1169.096,603.568,1051.806,1394.166,933.248,1285.752,964.948,1029.616,726.564,538.9,1394.166,933.248,1192.554,948.464,1169.096,726.564,820.396,1394.166,756.564,962.412,768.408,1095.552,448.238,588.986,1203.966,498.958,962.412,768.408,983.968,308.758,588.986,1099.356,638.438,962.412,768.408,798.84,361.38,641.608,1012.498,412.1,875.554,583.28,892.038,361.38,641.608,1012.498,551.58,782.356,583.28,1101.892,420.976,561.724,1165.292,658.092,1058.146,689.792,1101.892,404.492,764.604,1165.292,658.092,1150.076,689.792,1008.694,420.976,764.604,1072.094,674.576,1056.878,788.062,1008.694,420.976,764.604,1101.892,658.092,1121.546,788.062,1101.892,420.976,764.604,3830.628,2155.6,3305.042,2955.074,2698.938,1781.54,1742.232,2885.94,1592.58,2717.324,3360.2,2690.062,1084.14,1742.232,2849.168,2301.42,2717.324,2710.35,2690.062,1084.14,1647.132,2562.6,2388.278,2804.182,2879.628,2690.062,1084.14,2111.22,3271.44,2250.7,2085.86,0
5,12,653.654,998.55,871.75,899.646,899.646,653.654,1117.742,653.654,925.64,897.744,925.64,925.64,679.648,1143.736,679.648,925.64,897.744,925.64,1048.636,679.648,1162.122,653.654,899.646,871.75,899.646,899.646,679.648,1143.736,653.654,925.64,897.744,861.606,861.606,710.714,1124.082,615.614,1174.802,738.61,861.606,861.606,710.714,1079.702,615.614,1174.802,710.714,861.606,956.706,932.614,1079.702,615.614,1174.802,738.61,1051.806,861.606,710.714,1079.702,615.614,1174.802,615.614,1051.806,861.606,710.714,1053.708,589.62,1148.808,902.816,1025.812,835.612,684.72,1053.708,589.62,1339.008,589.62,1001.72,958.608,684.72,1053.708,589.62,1339.008,712.616,1124.716,835.612,684.72,1053.708,589.62,1339.008,589.62,1124.716,835.612,684.72,1053.708,589.62,1339.008,807.716,930.712,930.712,684.72,1053.708,589.62,1339.008,684.72,1016.936,835.612,930.712,807.716,589.62,1148.808,930.712,1112.036,958.608,684.72,1053.708,589.62,1152.612,807.716,934.516,958.608,684.72,1053.708,589.62,1180.508,807.716,1150.71,1107.598,729.734,1124.082,615.614,1301.602,1020.74,956.706,984.602,710.714,1079.702,615.614,1301.602,774.748,833.71,984.602,710.714,1079.702,615.614,1202.698,1020.74,861.606,984.602,710.714,1079.702,615.614,1301.602,996.648,925.64,984.602,774.748,2009.146,1517.162,2231.046,1763.154,1763.154,1654.106,1257.222,1881.078,1508.286,2102.978,1714.97,1635.086,2007.878,1276.242,1881.078,1586.902,2121.998,1960.962,1758.082,1959.694,1455.03,1881.078,1586.902,1856.986,1468.978,1635.086,1782.174,1271.17,1517.162,1517.162,1422.062,0
5,13,1290.19,859.07,1564.712,1448.69,1109.5,1079.702,1087.31,1290.19,1016.302,1366.472,1250.45,1109.5,1079.702,889.07,1290.19,1016.302,1366.472,1250.45,1109.5,1079.702,889.07,1290.19,1016.302,1366.472,1250.45,1109.5,1079.702,889.07,1290.19,1016.302,1366.472,1250.45,1109.5,1079.702,889.07,1290.19,1016.302,1366.472,1110.97,1109.5,829.272,889.07,1150.71,1016.302,1114.572,1011.23,887.6,1079.702,889.07,1290.19,1016.302,1366.472,1022.21,1109.5,1079.702,889.07,1290.19,1016.302,1366.472,1313.85,1109.5,1079.702,889.07,1180.71,1016.302,1366.472,1313.85,1109.5,1079.702,889.07,1290.19,1109.5,1366.472,1313.85,1109.5,1236.934,889.07,1290.19,1016.302,1366.472,1313.85,1109.5,1236.934,889.07,1290.19,1016.302,1366.472,1313.85,1109.5,1236.934,889.07,1290.19,1016.302,1366.472,1313.85,1109.5,1236.934,889.07,1290.19,1016.302,1366.472,1313.85,1109.5,1236.934,889.07,1283.85,1016.302,1366.472,1313.85,1109.5,1236.934,889.07,1290.19,1016.302,1366.472,1313.85,1109.5,1236.934,889.07,1290.19,1016.302,1366.472,1210.71,1016.302,829.272,1046.302,1196.992,1016.302,1273.274,1477.422,1016.302,829.272,1046.302,1196.992,1016.302,1273.274,1477.422,1016.302,829.272,1046.302,1196.992,1016.302,1273.274,1477.422,1016.302,829.272,1046.302,1196.992,1016.302,1273.274,1367.942,1016.302,829.272,3450.632,3726.652,3390.632,5010.272,3545.732,3390.632,2991.212,3450.632,3726.652,3856.622,5010.272,3545.732,3390.632,2991.212,3450.632,3726.652,3390.632,5010.272,3545.732,3390.632,2991.212,3450.632,3726.652,3856.622,4851.772,3983.192,3390.632,2991.212,3450.632,3447.692,2629.832,187.232
6,2,114.12,459.016,0,221.9,190.2,122.996,262.476,0,344.896,0,0,0,122.996,336.02,0,344.896,0,0,0,122.996,114.12,0,344.896,0,250.43,0,237.116,336.02,0,344.896,0,472.33,0,122.996,336.02,0,344.896,0,0,0,122.996,450.14,0,122.996,0,694.23,440.63,122.996,114.12,0,344.896,0,0,0,122.996,0,0,368.988,0,221.9,0,122.996,221.9,0,344.896,0,0,0,122.996,336.02,0,459.016,0,221.9,0,122.996,336.02,0,344.896,0,0,0,122.996,114.12,0,344.896,0,221.9,0,122.996,336.02,0,344.896,0,0,0,122.996,336.02,0,344.896,0,221.9,0,122.996,336.02,0,344.896,0,0,0,122.996,336.02,0,344.896,0,221.9,0,218.096,336.02,0,344.896,0,0,0,122.996,336.02,114.12,344.896,0,221.9,0,122.996,336.02,114.12,344.896,0,0,0,122.996,336.02,114.12,344.896,0,221.9,0,122.996,336.02,114.12,344.896,0,0,0,122.996,336.02,114.12,368.988,0,221.9,0,122.996,336.02,114.12,374.896,0,0,30,122.996,366.02,114.12,374.896,0,221.9,30,122.996,366.02,114.12,374.896,0,0,30,122.996,366.02,336.02,374.896,0
